Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.0172, 2736, 4096, 4096, 0.356046, 0.0330357, 0.398438, 0.269531, 91, 8.45713, 102, 69, 0.0219227, 0.0109974, 0.304562, 0.0106321
30.0284, 2646, 4096, 4096, 0.344205, 0.023454, 0.378906, 0.261719, 88, 6.00421, 97, 67, 0.0226752, 0.0108835, 0.247841, 0.0106316
30.0066, 2604, 4096, 4096, 0.338988, 0.0362059, 0.402344, 0.253906, 86, 9.26872, 103, 65, 0.0230315, 0.0109851, 0.107033, 0.00905815
30.0337, 2231, 4096, 4096, 0.290169, 0.0173282, 0.335938, 0.261719, 74, 4.43601, 86, 67, 0.0268958, 0.0134592, 0.17945, 0.0095517
30.0355, 2513, 8192, 8192, 0.653655, 0.0649744, 0.765625, 0.492188, 83, 8.31672, 98, 63, 0.0238768, 0.0117503, 0.182143, 0.00885422
30.0362, 2337, 8192, 8192, 0.60786, 0.0476359, 0.703125, 0.476562, 77, 6.09739, 90, 61, 0.0256806, 0.0114887, 0.10474, 0.00923603
30.0129, 2497, 8192, 8192, 0.649982, 0.0660177, 0.742188, 0.453125, 83, 8.45026, 95, 58, 0.0240204, 0.0125112, 0.200668, 0.00978805
30.0189, 2594, 8192, 8192, 0.675096, 0.0472596, 0.78125, 0.59375, 86, 6.04922, 100, 76, 0.0231246, 0.00991427, 0.0969806, 0.00978669
30.0099, 2609, 8192, 8192, 0.679204, 0.0465303, 0.773438, 0.5625, 86, 5.95587, 99, 72, 0.0229889, 0.00992896, 0.161827, 0.00956097
30.0321, 2074, 8192, 8192, 0.539527, 0.0486782, 0.648438, 0.445312, 69, 6.23081, 83, 57, 0.0289342, 0.0143023, 0.166903, 0.0107486
30.0328, 2085, 8192, 8192, 0.542375, 0.0514016, 0.640625, 0.40625, 69, 6.5794, 82, 52, 0.0287913, 0.0149458, 0.254023, 0.0088813
30.0318, 2610, 8192, 8192, 0.678968, 0.054124, 0.773438, 0.515625, 86, 6.92787, 99, 66, 0.0229914, 0.0114982, 0.260623, 0.0101551
30.0191, 2571, 8192, 8192, 0.669104, 0.0469796, 0.78125, 0.578125, 85, 6.0134, 100, 74, 0.0233302, 0.0104065, 0.203771, 0.00927746
